level,side,event_type,entry_type,stop_type,exit_type,filter,n,tr_wk,wr,pf,expR,totR,maxDD_R,n_no_retest_skip,flag
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,214,0.395,0.3224,0.6079,-0.3499,-74.887,-93.862,80,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,1.5R,none,1171,2.161,0.4765,0.646,-0.259,-303.285,-312.29,219,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,1.5R,ny_am_only,897,1.655,0.4827,0.67,-0.2377,-213.235,-220.673,152,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,381,0.703,0.4751,0.7607,-0.1688,-64.314,-97.191,80,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,2R,none,1171,2.161,0.4108,0.6611,-0.2918,-341.65,-346.612,219,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,2R,ny_am_only,897,1.655,0.4136,0.6855,-0.2668,-239.353,-244.597,152,dead
prior_close,upper,first_touch_rejection,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,381,0.703,0.3885,0.7454,-0.2088,-79.57,-99.199,80,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,vwap,none,524,0.967,0.4752,0.5483,-0.2479,-129.909,-130.589,219,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,vwap,ny_am_only,416,0.768,0.5409,0.6885,-0.1306,-54.332,-56.419,152,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,vwap,vwap_slope_agreement,3,0.006,1.0,inf,0.6508,1.952,0.0,80,insufficient_n
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,prior_day_mid,none,673,1.242,0.3239,0.515,-0.3909,-263.086,-262.115,219,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,prior_day_mid,ny_am_only,515,0.95,0.3301,0.5411,-0.3559,-183.274,-184.894,152,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,214,0.395,0.3458,0.5879,-0.3371,-72.144,-79.242,80,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,1.5R,none,1171,2.161,0.3749,0.5764,-0.3344,-391.581,-391.603,219,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,1.5R,ny_am_only,897,1.655,0.3735,0.5985,-0.3086,-276.785,-279.309,152,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,381,0.703,0.4252,0.6846,-0.2389,-91.011,-111.662,80,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,2R,none,1171,2.161,0.316,0.6109,-0.3348,-392.066,-392.589,219,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,2R,ny_am_only,897,1.655,0.3155,0.6329,-0.3082,-276.436,-277.504,152,dead
prior_close,upper,first_touch_rejection,retest_limit,1.0xATR,2R,vwap_slope_agreement,381,0.703,0.3727,0.7711,-0.1879,-71.599,-93.206,80,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,vwap,none,1733,3.197,0.3728,0.5083,-0.3351,-580.704,-580.692,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,vwap,ny_am_only,711,1.312,0.3924,0.4468,-0.3496,-248.589,-248.577,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,vwap,vwap_slope_agreement,186,0.343,0.3978,0.4372,-0.2698,-50.179,-51.164,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,prior_day_mid,none,2392,4.413,0.3148,0.5835,-0.3538,-846.278,-844.888,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,prior_day_mid,ny_am_only,1109,2.046,0.3201,0.5998,-0.3283,-364.08,-362.69,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,1022,1.886,0.3112,0.5809,-0.3538,-361.595,-385.721,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,1.5R,none,4813,8.88,0.3914,0.5916,-0.3121,-1502.292,-1512.312,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,1.5R,ny_am_only,2281,4.208,0.3823,0.6024,-0.3053,-696.393,-700.091,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,1.5R,vwap_slope_agreement,2083,3.843,0.3989,0.6157,-0.2875,-598.887,-614.719,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,2R,none,4813,8.88,0.3268,0.6102,-0.3289,-1582.765,-1593.014,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,2R,ny_am_only,2281,4.208,0.3104,0.6065,-0.3363,-767.0,-770.555,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,beyond_extreme_2tk,2R,vwap_slope_agreement,2083,3.843,0.3356,0.6425,-0.295,-614.433,-632.765,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,vwap,none,1733,3.197,0.4137,0.5063,-0.2873,-497.88,-497.868,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,vwap,ny_am_only,711,1.312,0.4698,0.4971,-0.2245,-159.632,-159.619,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,vwap,vwap_slope_agreement,186,0.343,0.4677,0.376,-0.1966,-36.565,-38.846,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,prior_day_mid,none,2392,4.413,0.3298,0.5914,-0.3316,-793.092,-801.229,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,prior_day_mid,ny_am_only,1109,2.046,0.3526,0.636,-0.2683,-297.577,-296.34,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,prior_day_mid,vwap_slope_agreement,1022,1.886,0.3249,0.5703,-0.3494,-357.056,-388.87,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,1.5R,none,4813,8.88,0.3892,0.6178,-0.2907,-1399.151,-1403.966,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,1.5R,ny_am_only,2281,4.208,0.37,0.6228,-0.2856,-651.426,-653.94,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,1.5R,vwap_slope_agreement,2083,3.843,0.4047,0.6602,-0.251,-522.854,-534.833,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,2R,none,4813,8.88,0.3164,0.6157,-0.3261,-1569.393,-1570.61,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,2R,ny_am_only,2281,4.208,0.295,0.6094,-0.3302,-753.266,-754.263,0,dead
prior_close,upper,sweep_and_close_back_inside,next_bar_open,1.0xATR,2R,vwap_slope_agreement,2083,3.843,0.3385,0.682,-0.2608,-543.295,-560.053,0,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,vwap,none,2045,3.773,0.3716,0.6219,-0.2829,-578.572,-590.592,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,vwap,ny_am_only,967,1.784,0.4168,0.7323,-0.1717,-166.057,-188.085,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,vwap,vwap_slope_agreement,288,0.531,0.3924,0.7381,-0.128,-36.859,-49.839,368,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,prior_day_mid,none,2209,4.076,0.2526,0.5116,-0.5229,-1155.186,-1153.692,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,prior_day_mid,ny_am_only,1048,1.934,0.2624,0.5259,-0.49,-513.484,-511.99,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,prior_day_mid,vwap_slope_agreement,937,1.729,0.2593,0.5193,-0.5168,-484.226,-512.976,368,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,1.5R,none,4116,7.594,0.5216,0.7626,-0.1614,-664.118,-702.639,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,1.5R,ny_am_only,1975,3.644,0.5423,0.8748,-0.0802,-158.391,-277.298,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,1.5R,vwap_slope_agreement,1754,3.236,0.5279,0.7703,-0.1542,-270.443,-295.601,368,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,2R,none,4116,7.594,0.4247,0.7587,-0.1976,-813.2,-836.669,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,2R,ny_am_only,1975,3.644,0.4471,0.8736,-0.0977,-192.989,-296.999,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,beyond_extreme_2tk,2R,vwap_slope_agreement,1754,3.236,0.4327,0.776,-0.1807,-316.908,-339.156,368,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,vwap,none,2045,3.773,0.4601,0.5815,-0.2096,-428.665,-429.263,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,vwap,ny_am_only,967,1.784,0.5284,0.7197,-0.097,-93.774,-94.555,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,vwap,vwap_slope_agreement,288,0.531,0.4688,0.5192,-0.1239,-35.695,-39.855,368,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,prior_day_mid,none,2209,4.076,0.3287,0.5756,-0.3461,-764.537,-763.301,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,prior_day_mid,ny_am_only,1048,1.934,0.3569,0.6345,-0.2695,-282.388,-283.087,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,prior_day_mid,vwap_slope_agreement,937,1.729,0.349,0.6296,-0.2957,-277.082,-303.871,368,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,1.5R,none,4116,7.594,0.3914,0.6228,-0.2856,-1175.658,-1186.887,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,1.5R,ny_am_only,1975,3.644,0.3782,0.6421,-0.2687,-530.666,-556.226,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,1.5R,vwap_slope_agreement,1754,3.236,0.4048,0.6584,-0.2521,-442.271,-460.578,368,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,2R,none,4116,7.594,0.3195,0.6198,-0.321,-1321.031,-1326.754,775,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,2R,ny_am_only,1975,3.644,0.3053,0.6334,-0.3059,-604.113,-611.111,306,dead
prior_close,upper,sweep_and_close_back_inside,retest_limit,1.0xATR,2R,vwap_slope_agreement,1754,3.236,0.3409,0.6869,-0.2553,-447.783,-461.949,368,dead
