pd_tf,sig_tf,session,tick_mult,disp_min,disc,entry_style,exit_type,n,tr_wk,win_pct,PF,expR,totR,maxDD_R,med_stop_pts
D,15m,24h,3,1,False,mid,fixed2r,315,0.487,31.7,0.74,-0.204,-64.3,-62.8,18.4
D,15m,24h,3,1,False,mid,exit3,315,0.487,31.7,0.66,-0.226,-71.2,-71.6,18.4
D,15m,24h,3,1,True,top,fixed2r,161,0.249,26.7,0.57,-0.377,-60.7,-63.5,15.02
D,15m,24h,3,1,True,top,exit3,161,0.249,27.3,0.48,-0.402,-64.7,-64.9,15.02
D,15m,24h,3,1,True,mid,fixed2r,162,0.25,26.5,0.57,-0.379,-61.4,-61.8,16.1
D,15m,24h,3,1,True,mid,exit3,162,0.25,26.5,0.46,-0.422,-68.3,-67.1,16.1
D,15m,24h,3,2,False,top,fixed2r,242,0.374,28.9,0.65,-0.283,-68.6,-67.0,19.91
D,15m,24h,3,2,False,top,exit3,242,0.374,29.3,0.58,-0.293,-70.8,-72.1,19.91
D,15m,24h,3,2,False,mid,fixed2r,231,0.357,27.7,0.61,-0.329,-76.0,-74.5,18.46
D,15m,24h,3,2,False,mid,exit3,231,0.357,27.7,0.53,-0.337,-77.8,-78.2,18.46
D,15m,24h,3,2,True,top,fixed2r,123,0.19,26.8,0.57,-0.373,-45.9,-47.5,18.3
D,15m,24h,3,2,True,top,exit3,123,0.19,27.6,0.49,-0.381,-46.8,-47.0,18.3
D,15m,24h,3,2,True,mid,fixed2r,122,0.189,25.4,0.52,-0.431,-52.6,-52.5,18.3
D,15m,24h,3,2,True,mid,exit3,122,0.189,25.4,0.44,-0.447,-54.5,-53.3,18.3
